YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,OP_CARRIER,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_NM,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,DISTANCE
2024,4,11,5,2,11/5/2024 12:00:00 AM,AA,19805,AA,453,12892,1289208,32575,LAX,"Los Angeles, CA",CA,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,915,,,,1419,,,184.0,,,1235.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,AA,19805,AA,513,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14100,1410005,34100,PHL,"Philadelphia, PA",PA,Pennsylvania,1542,1538.0,-4.0,0.0,2340,2331.0,-9.0,298.0,293.0,274.0,2402.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,AA,19805,AA,59,12892,1289208,32575,LAX,"Los Angeles, CA",CA,12758,1275804,32758,KOA,"Kona, HI",HI,Hawaii,1113,1108.0,-5.0,0.0,1504,1438.0,-26.0,351.0,330.0,310.0,2504.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,AA,19805,AA,613,12892,1289208,32575,LAX,"Los Angeles, CA",CA,13930,1393008,30977,ORD,"Chicago, IL",IL,Illinois,1115,1112.0,-3.0,0.0,1724,1711.0,-13.0,249.0,239.0,209.0,1744.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,AA,19805,AA,658,12892,1289208,32575,LAX,"Los Angeles, CA",CA,13303,1330303,32467,MIA,"Miami, FL",FL,Florida,1231,1229.0,-2.0,0.0,2020,2039.0,19.0,289.0,310.0,270.0,2342.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,AA,19805,AA,814,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14100,1410005,34100,PHL,"Philadelphia, PA",PA,Pennsylvania,630,626.0,-4.0,0.0,1428,1412.0,-16.0,298.0,286.0,269.0,2402.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,AA,19805,AA,834,12892,1289208,32575,LAX,"Los Angeles, CA",CA,10423,1042302,30423,AUS,"Austin, TX",TX,Texas,745,742.0,-3.0,0.0,1244,1249.0,5.0,179.0,187.0,147.0,1242.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,AA,19805,AA,938,12892,1289208,32575,LAX,"Los Angeles, CA",CA,11057,1105703,31057,CLT,"Charlotte, NC",NC,North Carolina,600,608.0,8.0,8.0,1340,1401.0,21.0,280.0,293.0,263.0,2125.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,AA,19805,AA,990,12892,1289208,32575,LAX,"Los Angeles, CA",CA,10397,1039707,30397,ATL,"Atlanta, GA",GA,Georgia,929,928.0,-1.0,0.0,1646,1643.0,-3.0,257.0,255.0,226.0,1947.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,AS,19930,AS,1051,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14771,1477104,32457,SFO,"San Francisco, CA",CA,California,800,752.0,-8.0,0.0,931,936.0,5.0,91.0,104.0,61.0,337.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,AS,19930,AS,1055,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14747,1474703,30559,SEA,"Seattle, WA",WA,Washington,2110,2114.0,4.0,4.0,2359,45.0,46.0,169.0,211.0,145.0,954.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,AS,19930,AS,1083,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14747,1474703,30559,SEA,"Seattle, WA",WA,Washington,1300,1256.0,-4.0,0.0,1600,1615.0,15.0,180.0,199.0,157.0,954.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,AS,19930,AS,1109,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14747,1474703,30559,SEA,"Seattle, WA",WA,Washington,900,851.0,-9.0,0.0,1159,1206.0,7.0,179.0,195.0,161.0,954.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,AS,19930,AS,1124,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14057,1405702,34057,PDX,"Portland, OR",OR,Oregon,600,552.0,-8.0,0.0,833,836.0,3.0,153.0,164.0,138.0,834.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,AS,19930,AS,1127,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14057,1405702,34057,PDX,"Portland, OR",OR,Oregon,1625,1617.0,-8.0,0.0,1854,1846.0,-8.0,149.0,149.0,131.0,834.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,AS,19930,AS,1147,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14747,1474703,30559,SEA,"Seattle, WA",WA,Washington,1500,1456.0,-4.0,0.0,1755,1746.0,-9.0,175.0,170.0,150.0,954.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,AS,19930,AS,1148,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14057,1405702,34057,PDX,"Portland, OR",OR,Oregon,825,817.0,-8.0,0.0,1058,1102.0,4.0,153.0,165.0,135.0,834.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,AS,19930,AS,1179,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14747,1474703,30559,SEA,"Seattle, WA",WA,Washington,800,751.0,-9.0,0.0,1100,1058.0,-2.0,180.0,187.0,159.0,954.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,AS,19930,AS,1219,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14747,1474703,30559,SEA,"Seattle, WA",WA,Washington,1125,1128.0,3.0,3.0,1425,1439.0,14.0,180.0,191.0,151.0,954.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,AS,19930,AS,1280,12892,1289208,32575,LAX,"Los Angeles, CA",CA,11884,1188402,31884,GEG,"Spokane, WA",WA,Washington,1955,1938.0,-17.0,0.0,2234,2232.0,-2.0,159.0,174.0,150.0,945.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,AS,19930,AS,1301,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14747,1474703,30559,SEA,"Seattle, WA",WA,Washington,1732,1732.0,0.0,0.0,2027,2025.0,-2.0,175.0,173.0,146.0,954.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,AS,19930,AS,1315,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14057,1405702,34057,PDX,"Portland, OR",OR,Oregon,1259,1248.0,-11.0,0.0,1532,1535.0,3.0,153.0,167.0,132.0,834.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,AS,19930,AS,284,12892,1289208,32575,LAX,"Los Angeles, CA",CA,11618,1161802,31703,EWR,"Newark, NJ",NJ,New Jersey,600,552.0,-8.0,0.0,1425,1401.0,-24.0,325.0,309.0,276.0,2454.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,AS,19930,AS,286,12892,1289208,32575,LAX,"Los Angeles, CA",CA,11618,1161802,31703,EWR,"Newark, NJ",NJ,New Jersey,1029,1022.0,-7.0,0.0,1854,1843.0,-11.0,325.0,321.0,281.0,2454.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,AS,19930,AS,288,12892,1289208,32575,LAX,"Los Angeles, CA",CA,11618,1161802,31703,EWR,"Newark, NJ",NJ,New Jersey,2108,2055.0,-13.0,0.0,525,449.0,-36.0,317.0,294.0,271.0,2454.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,AS,19930,AS,310,12892,1289208,32575,LAX,"Los Angeles, CA",CA,12264,1226402,30852,IAD,"Washington, DC",VA,Virginia,820,812.0,-8.0,0.0,1615,1604.0,-11.0,295.0,292.0,262.0,2288.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,AS,19930,AS,6,12892,1289208,32575,LAX,"Los Angeles, CA",CA,11278,1127805,30852,DCA,"Washington, DC",VA,Virginia,1310,1303.0,-7.0,0.0,2059,2103.0,4.0,289.0,300.0,274.0,2311.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,AS,19930,AS,807,12892,1289208,32575,LAX,"Los Angeles, CA",CA,12173,1217305,32134,HNL,"Honolulu, HI",HI,Hawaii,700,658.0,-2.0,0.0,1100,1054.0,-6.0,360.0,356.0,331.0,2556.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,B6,20409,B6,1316,12892,1289208,32575,LAX,"Los Angeles, CA",CA,12478,1247805,31703,JFK,"New York, NY",NY,New York,2235,2224.0,-11.0,0.0,702,627.0,-35.0,327.0,303.0,279.0,2475.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,B6,20409,B6,1524,12892,1289208,32575,LAX,"Los Angeles, CA",CA,12478,1247805,31703,JFK,"New York, NY",NY,New York,1510,1507.0,-3.0,0.0,2338,2316.0,-22.0,328.0,309.0,289.0,2475.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,B6,20409,B6,1700,12892,1289208,32575,LAX,"Los Angeles, CA",CA,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,Florida,1145,1141.0,-4.0,0.0,1945,1932.0,-13.0,300.0,291.0,267.0,2343.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,B6,20409,B6,200,12892,1289208,32575,LAX,"Los Angeles, CA",CA,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,Florida,2110,2104.0,-6.0,0.0,502,446.0,-16.0,292.0,282.0,263.0,2343.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,B6,20409,B6,2010,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14027,1402702,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,Florida,800,754.0,-6.0,0.0,1547,1559.0,12.0,287.0,305.0,285.0,2330.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,B6,20409,B6,2124,12892,1289208,32575,LAX,"Los Angeles, CA",CA,12478,1247805,31703,JFK,"New York, NY",NY,New York,2139,2123.0,-16.0,0.0,559,526.0,-33.0,320.0,303.0,267.0,2475.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,B6,20409,B6,224,12892,1289208,32575,LAX,"Los Angeles, CA",CA,12478,1247805,31703,JFK,"New York, NY",NY,New York,800,750.0,-10.0,0.0,1642,1549.0,-53.0,342.0,299.0,284.0,2475.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,B6,20409,B6,2824,12892,1289208,32575,LAX,"Los Angeles, CA",CA,12478,1247805,31703,JFK,"New York, NY",NY,New York,600,545.0,-15.0,0.0,1430,1406.0,-24.0,330.0,321.0,299.0,2475.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,B6,20409,B6,288,12892,1289208,32575,LAX,"Los Angeles, CA",CA,10721,1072102,30721,BOS,"Boston, MA",MA,Massachusetts,600,550.0,-10.0,0.0,1427,1358.0,-29.0,327.0,308.0,286.0,2611.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,B6,20409,B6,2924,12892,1289208,32575,LAX,"Los Angeles, CA",CA,12478,1247805,31703,JFK,"New York, NY",NY,New York,2359,2345.0,-14.0,0.0,830,751.0,-39.0,331.0,306.0,285.0,2475.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,B6,20409,B6,388,12892,1289208,32575,LAX,"Los Angeles, CA",CA,10721,1072102,30721,BOS,"Boston, MA",MA,Massachusetts,1304,1255.0,-9.0,0.0,2133,2104.0,-29.0,329.0,309.0,290.0,2611.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,B6,20409,B6,400,12892,1289208,32575,LAX,"Los Angeles, CA",CA,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,Florida,800,757.0,-3.0,0.0,1605,1558.0,-7.0,305.0,301.0,279.0,2343.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,B6,20409,B6,424,12892,1289208,32575,LAX,"Los Angeles, CA",CA,12478,1247805,31703,JFK,"New York, NY",NY,New York,1610,1611.0,1.0,1.0,27,22.0,-5.0,317.0,311.0,288.0,2475.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,B6,20409,B6,524,12892,1289208,32575,LAX,"Los Angeles, CA",CA,12478,1247805,31703,JFK,"New York, NY",NY,New York,1257,1250.0,-7.0,0.0,2130,2054.0,-36.0,333.0,304.0,278.0,2475.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,B6,20409,B6,688,12892,1289208,32575,LAX,"Los Angeles, CA",CA,10721,1072102,30721,BOS,"Boston, MA",MA,Massachusetts,1105,1052.0,-13.0,0.0,1939,1902.0,-37.0,334.0,310.0,289.0,2611.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,B6,20409,B6,700,12892,1289208,32575,LAX,"Los Angeles, CA",CA,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,Florida,1535,1528.0,-7.0,0.0,2324,2319.0,-5.0,289.0,291.0,270.0,2343.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,B6,20409,B6,724,12892,1289208,32575,LAX,"Los Angeles, CA",CA,12478,1247805,31703,JFK,"New York, NY",NY,New York,1156,1144.0,-12.0,0.0,2030,1952.0,-38.0,334.0,308.0,289.0,2475.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,B6,20409,B6,988,12892,1289208,32575,LAX,"Los Angeles, CA",CA,10721,1072102,30721,BOS,"Boston, MA",MA,Massachusetts,2035,2039.0,4.0,4.0,502,438.0,-24.0,327.0,299.0,276.0,2611.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,1045,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14747,1474703,30559,SEA,"Seattle, WA",WA,Washington,1145,1140.0,-5.0,0.0,1444,1427.0,-17.0,179.0,167.0,145.0,954.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,1049,12892,1289208,32575,LAX,"Los Angeles, CA",CA,11292,1129202,30325,DEN,"Denver, CO",CO,Colorado,1959,1944.0,-15.0,0.0,2321,2301.0,-20.0,142.0,137.0,114.0,862.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,1143,12892,1289208,32575,LAX,"Los Angeles, CA",CA,12266,1226603,31453,IAH,"Houston, TX",TX,Texas,844,841.0,-3.0,0.0,1404,1343.0,-21.0,200.0,182.0,164.0,1379.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,1194,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,Utah,1145,1140.0,-5.0,0.0,1440,1420.0,-20.0,115.0,100.0,85.0,590.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,1318,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,Utah,710,709.0,-1.0,0.0,1010,958.0,-12.0,120.0,109.0,87.0,590.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,1517,12892,1289208,32575,LAX,"Los Angeles, CA",CA,13198,1319801,33198,MCI,"Kansas City, MO",MO,Missouri,941,941.0,0.0,0.0,1455,1443.0,-12.0,194.0,182.0,164.0,1363.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,1559,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14771,1477104,32457,SFO,"San Francisco, CA",CA,California,1745,1736.0,-9.0,0.0,1908,1848.0,-20.0,83.0,72.0,55.0,337.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,1647,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,Utah,1340,1338.0,-2.0,0.0,1635,1617.0,-18.0,115.0,99.0,86.0,590.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,1696,12892,1289208,32575,LAX,"Los Angeles, CA",CA,12889,1288904,32211,LAS,"Las Vegas, NV",NV,Nevada,1135,1129.0,-6.0,0.0,1250,1237.0,-13.0,75.0,68.0,40.0,236.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,1710,12892,1289208,32575,LAX,"Los Angeles, CA",CA,10423,1042302,30423,AUS,"Austin, TX",TX,Texas,645,636.0,-9.0,0.0,1145,1127.0,-18.0,180.0,171.0,147.0,1242.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,1714,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14747,1474703,30559,SEA,"Seattle, WA",WA,Washington,930,924.0,-6.0,0.0,1234,1220.0,-14.0,184.0,176.0,156.0,954.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,1715,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14771,1477104,32457,SFO,"San Francisco, CA",CA,California,1005,1059.0,54.0,54.0,1136,1216.0,40.0,91.0,77.0,53.0,337.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,2004,12892,1289208,32575,LAX,"Los Angeles, CA",CA,11292,1129202,30325,DEN,"Denver, CO",CO,Colorado,1530,1523.0,-7.0,0.0,1854,1839.0,-15.0,144.0,136.0,114.0,862.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,2091,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14747,1474703,30559,SEA,"Seattle, WA",WA,Washington,720,713.0,-7.0,0.0,1025,1029.0,4.0,185.0,196.0,157.0,954.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,2120,12892,1289208,32575,LAX,"Los Angeles, CA",CA,12889,1288904,32211,LAS,"Las Vegas, NV",NV,Nevada,1602,1604.0,2.0,2.0,1715,1719.0,4.0,73.0,75.0,43.0,236.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,2154,12892,1289208,32575,LAX,"Los Angeles, CA",CA,13495,1349505,33495,MSY,"New Orleans, LA",LA,Louisiana,1805,1751.0,-14.0,0.0,2342,2310.0,-32.0,217.0,199.0,186.0,1670.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,2253,12892,1289208,32575,LAX,"Los Angeles, CA",CA,12889,1288904,32211,LAS,"Las Vegas, NV",NV,Nevada,705,655.0,-10.0,0.0,820,805.0,-15.0,75.0,70.0,43.0,236.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,2267,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14771,1477104,32457,SFO,"San Francisco, CA",CA,California,1509,1524.0,15.0,15.0,1630,1641.0,11.0,81.0,77.0,55.0,337.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,2272,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14771,1477104,32457,SFO,"San Francisco, CA",CA,California,1200,1152.0,-8.0,0.0,1326,1303.0,-23.0,86.0,71.0,56.0,337.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,2311,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,Utah,1715,1711.0,-4.0,0.0,2011,2012.0,1.0,116.0,121.0,92.0,590.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,2350,12892,1289208,32575,LAX,"Los Angeles, CA",CA,12889,1288904,32211,LAS,"Las Vegas, NV",NV,Nevada,1920,1925.0,5.0,5.0,2034,2029.0,-5.0,74.0,64.0,41.0,236.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,2459,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14057,1405702,34057,PDX,"Portland, OR",OR,Oregon,1725,1717.0,-8.0,0.0,1952,1939.0,-13.0,147.0,142.0,125.0,834.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,2551,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14057,1405702,34057,PDX,"Portland, OR",OR,Oregon,1355,1344.0,-11.0,0.0,1620,1607.0,-13.0,145.0,143.0,129.0,834.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,2568,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14683,1468305,33214,SAT,"San Antonio, TX",TX,Texas,835,919.0,44.0,44.0,1330,1359.0,29.0,175.0,160.0,142.0,1211.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,2606,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14747,1474703,30559,SEA,"Seattle, WA",WA,Washington,1330,1325.0,-5.0,0.0,1625,1617.0,-8.0,175.0,172.0,148.0,954.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,2640,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14747,1474703,30559,SEA,"Seattle, WA",WA,Washington,1715,1714.0,-1.0,0.0,2014,1952.0,-22.0,179.0,158.0,144.0,954.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,2766,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14057,1405702,34057,PDX,"Portland, OR",OR,Oregon,940,931.0,-9.0,0.0,1214,1157.0,-17.0,154.0,146.0,133.0,834.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,2788,12892,1289208,32575,LAX,"Los Angeles, CA",CA,13495,1349505,33495,MSY,"New Orleans, LA",LA,Louisiana,1040,1044.0,4.0,4.0,1624,1607.0,-17.0,224.0,203.0,188.0,1670.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,2828,12892,1289208,32575,LAX,"Los Angeles, CA",CA,11292,1129202,30325,DEN,"Denver, CO",CO,Colorado,840,830.0,-10.0,0.0,1208,1144.0,-24.0,148.0,134.0,113.0,862.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,2906,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,Utah,545,536.0,-9.0,0.0,850,827.0,-23.0,125.0,111.0,89.0,590.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,2986,12892,1289208,32575,LAX,"Los Angeles, CA",CA,14771,1477104,32457,SFO,"San Francisco, CA",CA,California,1930,1920.0,-10.0,0.0,2053,2059.0,6.0,83.0,99.0,60.0,337.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,311,12892,1289208,32575,LAX,"Los Angeles, CA",CA,12758,1275804,32758,KOA,"Kona, HI",HI,Hawaii,1559,1554.0,-5.0,0.0,1941,1918.0,-23.0,342.0,324.0,306.0,2504.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,327,12892,1289208,32575,LAX,"Los Angeles, CA",CA,10397,1039707,30397,ATL,"Atlanta, GA",GA,Georgia,1015,1013.0,-2.0,0.0,1738,1719.0,-19.0,263.0,246.0,224.0,1947.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,390,12892,1289208,32575,LAX,"Los Angeles, CA",CA,10397,1039707,30397,ATL,"Atlanta, GA",GA,Georgia,600,607.0,7.0,7.0,1324,1320.0,-4.0,264.0,253.0,224.0,1947.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,392,12892,1289208,32575,LAX,"Los Angeles, CA",CA,11278,1127805,30852,DCA,"Washington, DC",VA,Virginia,759,755.0,-4.0,0.0,1600,1533.0,-27.0,301.0,278.0,258.0,2311.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,395,12892,1289208,32575,LAX,"Los Angeles, CA",CA,10397,1039707,30397,ATL,"Atlanta, GA",GA,Georgia,1325,1457.0,92.0,92.0,2043,2158.0,75.0,258.0,241.0,217.0,1947.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,407,12892,1289208,32575,LAX,"Los Angeles, CA",CA,11433,1143302,31295,DTW,"Detroit, MI",MI,Michigan,2155,2145.0,-10.0,0.0,522,451.0,-31.0,267.0,246.0,225.0,1979.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,413,12892,1289208,32575,LAX,"Los Angeles, CA",CA,13487,1348702,31650,MSP,"Minneapolis, MN",MN,Minnesota,1159,1222.0,23.0,23.0,1740,1759.0,19.0,221.0,217.0,193.0,1535.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,420,12892,1289208,32575,LAX,"Los Angeles, CA",CA,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,1825,1823.0,-2.0,0.0,2325,2313.0,-12.0,180.0,170.0,147.0,1235.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,425,12892,1289208,32575,LAX,"Los Angeles, CA",CA,13830,1383002,33830,OGG,"Kahului, HI",HI,Hawaii,830,827.0,-3.0,0.0,1213,1211.0,-2.0,343.0,344.0,318.0,2486.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,428,12892,1289208,32575,LAX,"Los Angeles, CA",CA,12982,1298202,32982,LIH,"Lihue, HI",HI,Hawaii,1415,1414.0,-1.0,0.0,1813,1808.0,-5.0,358.0,354.0,338.0,2615.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,430,12892,1289208,32575,LAX,"Los Angeles, CA",CA,13487,1348702,31650,MSP,"Minneapolis, MN",MN,Minnesota,2355,2348.0,-7.0,0.0,541,526.0,-15.0,226.0,218.0,188.0,1535.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,437,12892,1289208,32575,LAX,"Los Angeles, CA",CA,10721,1072102,30721,BOS,"Boston, MA",MA,Massachusetts,1500,1456.0,-4.0,0.0,2329,2329.0,0.0,329.0,333.0,287.0,2611.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,443,12892,1289208,32575,LAX,"Los Angeles, CA",CA,12173,1217305,32134,HNL,"Honolulu, HI",HI,Hawaii,1755,1750.0,-5.0,0.0,2143,2115.0,-28.0,348.0,325.0,308.0,2556.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,449,12892,1289208,32575,LAX,"Los Angeles, CA",CA,10693,1069302,30693,BNA,"Nashville, TN",TN,Tennessee,1730,1722.0,-8.0,0.0,2329,2319.0,-10.0,239.0,237.0,207.0,1797.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,458,12892,1289208,32575,LAX,"Los Angeles, CA",CA,11193,1119302,33105,CVG,"Cincinnati, OH",KY,Kentucky,2150,2143.0,-7.0,0.0,500,434.0,-26.0,250.0,231.0,209.0,1900.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,465,12892,1289208,32575,LAX,"Los Angeles, CA",CA,12173,1217305,32134,HNL,"Honolulu, HI",HI,Hawaii,1550,1613.0,23.0,23.0,1936,1959.0,23.0,346.0,346.0,326.0,2556.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,477,12892,1289208,32575,LAX,"Los Angeles, CA",CA,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,Florida,2248,2242.0,-6.0,0.0,640,628.0,-12.0,292.0,286.0,262.0,2343.0
2024,4,11,5,2,11/5/2024 12:00:00 AM,DL,19790,DL,480,12892,1289208,32575,LAX,"Los Angeles, CA",CA,12173,1217305,32134,HNL,"Honolulu, HI",HI,Hawaii,820,813.0,-7.0,0.0,1210,1205.0,-5.0,350.0,352.0,332.0,2556.0
